,Age,Artists,Best number of players,Categories,Designer,Family,Mechanisms,Name,Number of players,Playing time,Publishers,Rating,Weight,Year
35,12+,"['Piotr Foksowicz', 'Ewa Labak', 'Patryk Jędraszek', 'Paweł Samborski', 'Piotr Gacek', 'Andrzej Półtoranos']",— Best: 4,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']",['Adam Kwapiński'],"['Components: Miniatures', 'Creatures: Aliens', 'Crowdfunding: Kickstarter', 'Dungeon Crawler', 'Nemesis (Adam Kwapiński)', 'Solitaire Games']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hidden Roles', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Team-Based Game', 'Variable Player Powers']",Nemesis,1–5,90–180,"['Awaken Realms', 'Rebel', 'Cranio Creations', 'Delta Vision Publishing', 'Funforge', 'Hobby World', 'MINDOK']",8.5,3.30,2018
36,14+,"['Danny Beck', 'Tysen Henderson']",— Best: 4,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Chris Cantrell', 'Rick Ernst', 'Stone Librande', 'Prashant Saraswat', 'Nathan Tiras']","['Campaign Games', 'Components: Miniatures']","['Action Queue', 'Bias', 'Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Variable Player Powers']",Mechs vs. Minions,2–4,60–90,['Riot Games'],8.1,2.42,2016
37,14+,"['Arden Beckwith', 'Christopher Burdett', 'Rovina Cai', 'Lucas Durham', 'Joel Hustak', 'Michal Ivan', 'David Kegg', 'Henning Ludvigsen', 'Brynn Metheney', 'Vlad Ricean', 'Ryan Valle', 'Ben Zweifel']","— Best: 2, 5","['Adventure', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Justin Kemppainen', 'Corey Konieczka', 'Jonathan Ying']","['Campaign Games', 'Components: Miniatures', 'Dungeon Crawler', 'One versus Many', 'Star Wars', 'Star Wars: Imperial Assault']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']",Star Wars: Imperial Assault,2–5,60–120,"['Fantasy Flight Games', 'Asterion Press', 'Edge Entertainment', 'Galakta', 'Galápagos Jogos', 'Heidelberger Spieleverlag', 'Hobby World']",8.0,3.30,2014
38,12+,"['Richard Cortes', 'Paul Niemeyer']",— Best: 3,"['Civilization', 'Economic']",['Vlaada Chvátil'],"['Tableau Building', 'Through the Ages']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Hand Management']",Through the Ages: A Story of Civilization,2–4,120,"['Czech Board Games', 'Czech Games Edition', 'DiceTree Games', 'Eagle-Gryphon Games', 'HomoLudicus', 'IELLO', 'MINDOK', 'Pegasus Spiele', 'Portal Games', 'Raven Distribution', 'Rebel', 'Wargames Club Publishing']",8.0,4.17,2006
39,13+,['Milan Vavroň'],— Best: 4,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['Simone Luciani', 'Daniele Tascini']","['Country: Mexico', 'Native American', 'Tropical theme', ""Tzolk'in""]","['End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",Tzolk'in: The Mayan Calendar,2–4,90,"['Czech Games Edition', 'Cranio Creations', 'Devir', 'DiceTree Games', 'GaGa Games', 'The Game Master BV', 'Heidelberger Spieleverlag', 'Hobby Japan', 'IELLO', 'Lex Games', 'MINDOK', 'One Moment Games', 'Rebel', 'Rio Grande Games', 'Zacatrus']",7.9,3.65,2012
40,14+,"['Ossi Hiekkala', 'Sampo Sikiö']","— Best: 4, 6","['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']",['Touko Tahkokallio'],"['4X games', 'Components: Miniatures', 'Eclipse']","['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",Eclipse,2–6,60–180,"['Lautapelit.fi', 'Asmodee', 'Asterion Press', 'Rebel', 'Ystari Games']",7.9,3.69,2011
41,12+,['Klemens Franz'],— Best: 3,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']",['Uwe Rosenberg'],"['Country: France', 'Harvest Series', 'Le Havre', 'Region: Normandy (France)', 'Solitaire Games']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Worker Placement']",Le Havre,1–5,30–150,"['Lookout Games', '999 Games', 'CrowD Games', 'Filosofia Éditions', 'GoKids 玩樂小子', 'Hobby Japan', 'HomoLudicus', 'Korea Boardgames co., Ltd.', 'Lacerta', 'Ludofy Creative', 'Maldito Games', 'Mayfair Games', 'MINDOK', 'Stratelibri', 'uplay.it edizioni', 'Ystari Games', 'Z-Man Games, Inc.']",7.9,3.75,2008
42,8+,"['Philippe Guérin', 'Chris Quilliams']",— Best: 2,"['Abstract Strategy', 'Renaissance']",['Michael Kiesling'],"['Azul', 'Country: Portugal', 'Mensa Select']","['Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']",Azul,2–4,30–45,"['Next Move Games', 'Plan B Games', 'Asmodee', 'Broadway Toys LTD', 'Divercentro', 'Galápagos Jogos', 'Gém Klub Kft.', 'Ghenos Games', 'Hobby Japan', 'KADABRA', 'Kaissa Chess & Games', 'Korea Boardgames co., Ltd.', 'Lacerta', 'MINDOK', 'Orangutan Games', 'Pegasus Spiele', 'Tower Tactic Games', 'TWOPLUS Games', 'Zvezda']",7.9,1.79,2017
43,12+,['Klemens Franz'],— Best: 4,"['Economic', 'Farming']",['Juma Al-JouJou'],"['Country: Scotland', 'Crowdfunding: Kickstarter', 'Crowdfunding: zagramwto', 'Solitaire Games']","['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Variable Player Powers']",Clans of Caledonia,1–4,30–120,"['Karma Games', 'BoardM Factory', 'CrowD Games', 'Czacha Games', 'Gen-X Games', 'Meeple BR Jogos', 'Pixie Games', 'Red Glove', 'テンデイズゲームズ (Ten Days Games)']",8.0,3.43,2017
44,12+,['Dennis Lohausen'],— Best: 4,"['Dice', 'Economic', 'Medieval', 'Travel']","['Simone Luciani', 'Daniele Tascini']","['Animals: Camels', 'Asian Theme', 'Cities: Beijing (China)', 'Cities: Hormuz (Iran)', 'Cities: Venice (Veneto, Italy)', 'Country: China', 'Middle Eastern Theme', 'The Voyages of Marco Polo']","['Contracts', 'Dice Rolling', 'Income', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers', 'Variable Setup', 'Worker Placement with Dice Workers']",The Voyages of Marco Polo,2–4,40–100,"['Hans im Glück', '999 Games', 'Albi', 'Arclight', 'CrowD Games', 'Devir', 'Filosofia Éditions', 'Giochi Uniti', 'Kaissa Chess & Games', 'Korea Boardgames co., Ltd.', 'Piatnik', 'Swan Panasia Co., Ltd.', 'Z-Man Games, Inc.']",7.9,3.19,2015
45,14+,"['Tomasz Bentkowski', 'Mateusz Bielski', 'Vincent Dutrait', 'Jerzy Ferdyn', 'Mateusz Kopacz', 'Mateusz Lenart', 'Maciej Mutwil', 'Zhao Run Quan', 'Rafał Szyma', 'Piotr Słaby', 'Ignacy Trzewiczek', 'Michał J. Zieliński']",— Best: none,"['Adventure', 'Exploration', 'Fighting', 'Novel-based']",['Ignacy Trzewiczek'],"['Manufacturing: LongPack Games', 'Robinson Crusoe: Adventures on the Cursed Island', 'Solitaire Games']","['Action Queue', 'Cooperative Game', 'Dice Rolling', 'Hexagon Grid', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",Robinson Crusoe: Adventures on the Cursed Island,1–4,60–120,"['Portal Games', 'Albi', 'Conclave Editora', 'DiceTree Games', 'Edge Entertainment', 'Filosofia Éditions', 'Gém Klub Kft.', 'Hobby World', 'MYBG Co., Ltd.', 'Pegasus Spiele', 'uplay.it edizioni', 'Z-Man Games, Inc.']",7.9,3.77,2012
46,14+,"['Bruno Balixa', 'Ralph Beisner', 'Del Borovic', 'Adam S. Doyle', 'Amelie Hutt', 'Thomas Lishman', 'Henning Ludvigsen', 'Ed Mattinian', 'Dallas Mehlhoff', 'Adam Schumpert', 'Mark Anthony Taduran', 'Matt Zeilinger']",— Best: 2,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Richard Garfield', 'Lukas Litzsinger']","['Android', 'Android: Netrunner LCG', 'Cyberpunk', 'Hackers', 'Living Card Game']","['Action Points', 'Hand Management', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",Android: Netrunner,2,45,"['Fantasy Flight Games', 'Arclight', 'Asmodee', 'Edge Entertainment', 'Galakta', 'Game Harbor', 'Giochi Uniti', 'Heidelberger Spieleverlag', 'Korea Boardgames co., Ltd.']",7.9,3.38,2012
47,15+,"['Villő Farkas', 'László Fejes', 'Laslo Forgach', 'Márton Gyula Kiss', 'Péter Meszlényi']",— Best: 3,"['Economic', 'Science Fiction']","['Dávid Turczi', 'Richard Amann', 'Viktor Peter']","['Anachrony', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Solitaire Games', 'Tableau Building', 'Time Travel']","['Dice Rolling', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Anachrony,1–4,30–120,"['Albi', 'Angry Lion Games', 'CrowD Games', 'Engames', 'Maldito Games', 'Mindclash Games']",8.1,3.97,2017
48,10+,"['Antoine Bauza', 'Miguel Coimbra']",— Best: 4–5,"['Ancient', 'Card Game', 'City Building', 'Civilization']",['Antoine Bauza'],"['7 Wonders', 'Tableau Building']","['Card Drafting', 'Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']",7 Wonders,2–7,30,"['Repos Production', 'ADC Blackfire Entertainment', 'Asmodee', 'Asterion Press', 'Galápagos Jogos', 'Gém Klub Kft.', 'Hobby Japan', 'Kaissa Chess & Games', 'Korea Boardgames co., Ltd.', 'Lautapelit.fi', 'Lifestyle Boardgames Ltd', 'NeoTroy Games', 'Rebel', 'Siam Board Games']",7.8,2.33,2010
49,12+,"['Martin Hoffmann', 'Claus Stephan', 'Mirko Suzuki']",— Best: 2,"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']",['Thomas Lehmann'],"['Race for the Galaxy', 'Tableau Building']","['Hand Management', 'Simultaneous Action Selection', 'Turn Order: Role Order', 'Variable Phase Order', 'Variable Player Powers']",Race for the Galaxy,2–4,30–60,"['Rio Grande Games', 'ABACUSSPIELE', 'Albi', 'Ediciones MasQueOca', 'Gabinete Lúdico', 'Galápagos Jogos', 'Gamesinitaly', 'Ghenos Games', 'Giochix.it', 'Hobby Japan', 'Hobby World', 'Korea Boardgames co., Ltd.', 'Pegasus Spiele', 'Rebel', 'Smart Ltd', 'Wargames Club Publishing', 'Ystari Games']",7.8,2.98,2007
50,12+,"['Juliet Breese', 'Jo Breese', 'Gemma Tegelaers']",— Best: 4,"['City Building', 'Economic', 'Nautical', 'Renaissance', 'Territory Building', 'Transportation']","['Sebastian Bleasdale', 'Richard Breese']","['Colonial Theme', 'Crowdfunding: Kickstarter', 'Key-series', 'Keyflower', 'Quined Master Print Edition Series']","['Auction/Bidding', 'End Game Bonuses', 'Hexagon Grid', 'Memory', 'Modular Board', 'Network and Route Building', 'Ownership', 'Set Collection', 'Tile Placement', 'Turn Order: Auction', 'Worker Placement', 'Worker Placement, Different Worker Types']",Keyflower,2–6,90–120,"['R&D Games', 'Czacha Games', 'Ediciones MasQueOca', 'Fabrika Igr', 'FoxMind', 'Game Harbor', 'Game Salute', 'Gigamic', 'HUCH!', 'Quined Games', 'Swan Panasia Co., Ltd.']",7.8,3.34,2012
51,14+,"['Chad Jensen', 'Rodger B. MacGowan', 'Chechu Nieto', 'Eric Williams (I)']",— Best: 4,"['Animals', 'Environmental', 'Prehistoric']",['Chad Jensen'],"['4X games', 'Biological Evolution', 'Biology', 'Dominant Species']","['Area Majority / Influence', 'Card Drafting', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Take That', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",Dominant Species,2–6,120–240,"['GMT Games', 'Asmodee', 'Asterion Press', 'Filosofia Éditions', 'Udo Grebe Gamedesign', 'Wargames Club Publishing']",7.8,4.04,2010
52,13+,['Dennis Lohausen'],— Best: 2,"['Economic', 'Farming', 'Industry / Manufacturing']",['Uwe Rosenberg'],"['Admin: Better Description Needed!', 'Country: Germany', 'Crowdfunding: Wspieram', 'Fields of Arle', 'Harvest Series', 'Solitaire Games']","['Automatic Resource Growth', 'Worker Placement']",Fields of Arle,1–2,60–120,"['Feuerland Spiele', '999 Games', 'Filosofia Éditions', 'Game Harbor', 'Games Factory Publishing', 'Korea Boardgames co., Ltd.', 'Maldito Games', 'テンデイズゲームズ (Ten Days Games)', 'Z-Man Games, Inc.']",8.1,3.90,2014
53,12+,"['Cyril Demaegd', 'Arnaud Demaegd', 'Mike Doyle (I)']",— Best: 3,"['City Building', 'Economic', 'Medieval']",['William Attia'],"['Caylus', 'Combinatorial', 'Country: France', 'Ystari originals']","['Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Setup', 'Worker Placement']",Caylus,2–5,60–150,"['Ystari Games', 'Brain Games', 'Edge Entertainment', 'Esdevium', 'hobbity.eu', 'Hobby Japan', 'HUCH!', 'Korea Boardgames co., Ltd.', 'Lautapelit.fi', 'Quined White Goblin Games', 'Rio Grande Games', 'uplay.it edizioni', ""What's Your Game?"", 'White Goblin Games']",7.8,3.81,2005
54,12+,"['Eric Belisle', 'Steven Belledin', 'Zoltan Boros', 'Noah Bradley', 'Eric Deschamps', 'Wayne England', 'Tony Foti', 'Todd Harris', 'Ralph Horsley', 'Tyler Jacobson', 'Ron Lemen', 'Howard Lyon', 'Warren Mahy', 'Patrick McEvoy', 'Jim Nelson', ""William O'Connor"", 'Adam Paquette', 'Lucio Parrillo', 'Dave Rapoza', 'Richard Sardinha', 'Mike Schley', 'Andrew Silver', 'Anne Stokes', 'Gábor Szikszai', 'Matias Tapia', 'Kevin Walker', 'Tyler Walpole', 'Eva Widermann', 'Eric Williams (I)', 'Matt Wilson (I)', 'Sam Wood', 'Ben Wootten', 'James Zhang']",— Best: 3–4,"['City Building', 'Fantasy']","['Peter Lee', 'Rodney Thompson']","['Dungeons & Dragons', 'From RPG books to board games', 'Lords of Waterdeep']","['Card Drafting', 'Contracts', 'Hidden Roles', 'Increase Value of Unchosen Resources', 'Ownership', 'Set Collection', 'Take That', 'Turn Order: Claim Action', 'Worker Placement']",Lords of Waterdeep,2–5,60–120,['Wizards of the Coast'],7.8,2.47,2012
55,13+,"[""Ian O'Toole""]",— Best: 4,['Economic'],['Vital Lacerda'],"['Crowdfunding: Giochistarter', 'Crowdfunding: Kickstarter', 'Crowdfunding: Spieleschmiede', 'The Gallerist', 'Solitaire Games', 'Visual Arts', 'Visual Arts: Painting']","['Commodity Speculation', 'Investment', 'Set Collection', 'Worker Placement']",The Gallerist,1–4,60–150,"['Eagle-Gryphon Games', 'Angry Lion Games', 'Fire on Board Jogos', 'Giochix.it']",8.0,4.28,2015
56,13+,['Clément Masson'],— Best: 2,"['Animals', 'Arabian', 'Fantasy', 'Mythology']",['Bruno Cathala'],"['Animals: Camels', 'Country: Saudi Arabia', 'Five Tribes', 'Middle Eastern Theme']","['Auction/Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection', 'Square Grid', 'Turn Order: Auction', 'Variable Player Powers', 'Variable Setup', 'Victory Points as a Resource']",Five Tribes,2–4,40–80,"['Days of Wonder', 'Asterion Press', 'Galápagos Jogos', 'Gém Klub Kft.', 'Maldito Games', 'Rebel']",7.8,2.85,2014
57,13+,"['Andrew Bosley', 'Dann May']",— Best: 3,"['Animals', 'Card Game', 'City Building', 'Fantasy']",['James A. Wilson'],"['Animals: Mice', 'Crowdfunding: Kickstarter', 'Everdell', 'Tableau Building']","['Card Drafting', 'End Game Bonuses', 'Hand Management', 'Worker Placement']",Everdell,1–4,40–80,"['Starling Games (II)', 'Abraxas', 'Gém Klub Kft.', 'Hobby World', 'Maldito Games', 'Pegasus Spiele', 'Rebel', 'REXhry', 'YOKA Games']",8.0,2.82,2018
58,12+,"['Rayph Beisner', 'Raul Ramos', 'Nate Storm']",— Best: 3,"['Adventure', 'Fantasy']",['Paul Dennen'],"['Animals: Dragons', 'Clank!']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck']",Clank!: A Deck-Building Adventure,2–4,30–60,"['Renegade Game Studios', 'Conclave Editora', 'Devir', 'Dire Wolf Digital', 'Korea Boardgames co., Ltd.', 'Lavka Games', 'Lucrum Games', 'Raven Distribution', 'Reflexshop', 'REXhry', 'Schwerkraft-Verlag']",7.8,2.21,2016
59,14+,"['Scott Schomburg', 'Brian Schomburg', 'Tyler Walpole']",— Best: 6,"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']",['Christian T. Petersen'],"['4X games', 'Components: Miniatures', 'Fantasy Flight Big Box', 'Twilight Imperium']","['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']",Twilight Imperium (Third Edition),3–6,180–240,['Fantasy Flight Games'],7.9,4.25,2005
60,12+,['Doris Matthäus'],— Best: 5,"['Medieval', 'Renaissance']","['Wolfgang Kramer', 'Richard Ulrich']","['Country: Spain', 'El Grande']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",El Grande,2–5,60–120,"['Hans im Glück', '999 Games', 'Användbart Litet Företag', 'Descartes Editeur', 'Filosofia Éditions', 'Gabinete Lúdico', 'Rio Grande Games']",7.8,3.06,1995
61,14+,"['Edgar Skomorowski', 'Adrian Smith']",— Best: 4–5,"['Bluffing', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']",['Eric M. Lang'],"['Admin: Better Description Needed!', 'Asian Theme', 'Components: Miniatures', 'Country: Japan', 'Crowdfunding: Kickstarter', 'Rising Sun', 'Samurai']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Force Commitment', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers']",Rising Sun,3–5,90–120,"['CMON Limited', 'ADC Blackfire Entertainment', 'Arclight', 'Asmodee', 'Asterion Press', 'Delta Vision Publishing', 'Edge Entertainment', 'Galápagos Jogos', 'Game Harbor', 'Hobby World', 'Portal Games']",7.9,3.27,2018
62,14+,"['Anders Finér', 'David Griffith', 'Ed Mattinian', 'Patrick McEvoy', 'Dallas Mehlhoff', 'Emilio Rodriguez', 'Magali Villeneuve', 'Drew Whitmore']",— Best: 4,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']","['Corey Konieczka', 'Nikki Valens']","['Arkham Horror Files', 'Cthulhu Mythos', 'Eldritch Horror', 'Solitaire Games']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",Eldritch Horror,1–8,120–240,"['Fantasy Flight Games', 'ADC Blackfire Entertainment', 'Arclight', 'Delta Vision Publishing', 'Edge Entertainment', 'Galakta', 'Galápagos Jogos', 'Giochi Uniti', 'Heidelberger Spieleverlag', 'Hobby World', 'Korea Boardgames co., Ltd.', 'Wargames Club Publishing']",7.8,3.32,2013
63,12+,"['Klemens Franz', 'Andreas Resch']",— Best: 4,['Economic'],['Alexander Pfister'],"['Admin: Better Description Needed!', 'Colonial Theme', 'Continent: Africa', 'Mombasa', 'Tableau Building']","['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Investment', 'Simultaneous Action Selection', 'Stock Holding', 'Variable Player Powers', 'Worker Placement']",Mombasa,2–4,75–150,"['eggertspiele', 'Albi', 'Arclight', 'Bright World Games', 'Delta Vision Publishing', 'Do it games', 'The Game Master BV', 'Gigamic', 'Lacerta', 'LudoSentinel', 'Meeple BR Jogos', 'Pegasus Spiele', 'R&R Games', 'uplay.it edizioni']",7.9,3.91,2015
64,13+,"['Matthias Catrein', 'Julien Delval', 'Martin Hoffmann', 'Tomasz Jedruszek', 'Alexander Jung', 'Lars-Arne ""Maura"" Kalusky', 'Ryan Laukat', 'Harald Lieske', 'Dennis Lohausen', 'Michael Menzel', 'Marcel-André Casasola Merkle', 'Claus Stephan', 'Joshua J. Stewart', 'Christof Tisch', 'Franz Vohwinkel']",— Best: 3,"['Card Game', 'Medieval']",['Donald X. Vaccarino'],"['Crowdfunding: Wspieram', 'Dominion']","['Deck, Bag, and Pool Building', 'Hand Management']",Dominion: Intrigue,2–4,30,"['Rio Grande Games', '999 Games', 'Albi', 'ASS Altenburger Spielkarten', 'Bard Centrum Gier', 'Devir', 'Filosofia Éditions', 'Games Factory Publishing', 'Gém Klub Kft.', 'Giochi Uniti', 'Hans im Glück', 'Hobby Japan', 'Hobby World', 'Korea Boardgames co., Ltd.', 'Lautapelit.fi', 'Stupor Mundi', 'Swan Panasia Co., Ltd.', 'Vennerød Forlag AS']",7.7,2.43,2009
65,12+,['Odysseas Stamoglou'],— Best: 4,['Ancient'],['Daniele Tascini'],"['Country: Mexico', 'Native American', 'Solitaire Games', 'Teotihuacan']","['Area Movement', 'Point to Point Movement', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers', 'Variable Setup', 'Worker Placement', 'Worker Placement with Dice Workers']",Teotihuacan: City of Gods,1–4,90–120,"['NSKN Games', 'Board&Dice', 'Bucaneiros Jogos', 'CrowD Games', 'Game Harbor', 'Giochix.it', 'Jumping Turtle Games', 'Maldito Games', 'Pixie Games', 'Portal Games', 'Schwerkraft-Verlag', 'sternenschimmermeer', 'テンデイズゲームズ (Ten Days Games)']",8.0,3.72,2018
